file,text_length,study_info/short_citation_pred,study_info/short_citation_gt,study_info/short_citation_decision,study_info/pubyear_pred,study_info/pubyear_gt,study_info/pubyear_decision,study_info/pubication_type_pred,study_info/pubication_type_gt,study_info/pubication_type_decision,study_info/publication_status_pred,study_info/publication_status_gt,study_info/publication_status_decision,intervention/name_pred,intervention/name_gt,intervention/name_decision,intervention/focal_content_numbers_pred,intervention/focal_content_numbers_gt,intervention/focal_content_numbers_decision,intervention/focal_content_narithmetic_pred,intervention/focal_content_narithmetic_gt,intervention/focal_content_narithmetic_decision,intervention/focal_content_rational_pred,intervention/focal_content_rational_gt,intervention/focal_content_rational_decision,intervention/focal_content_prealg_pred,intervention/focal_content_prealg_gt,intervention/focal_content_prealg_decision,intervention/focal_content_algebra_pred,intervention/focal_content_algebra_gt,intervention/focal_content_algebra_decision,intervention/focal_content_geometry_pred,intervention/focal_content_geometry_gt,intervention/focal_content_geometry_decision,intervention/focal_content_precalc_pred,intervention/focal_content_precalc_gt,intervention/focal_content_precalc_decision,intervention/focal_content_calculus_pred,intervention/focal_content_calculus_gt,intervention/focal_content_calculus_decision,intervention/focal_content_statistics_pred,intervention/focal_content_statistics_gt,intervention/focal_content_statistics_decision,intervention/focal_content_measuredata_pred,intervention/focal_content_measuredata_gt,intervention/focal_content_measuredata_decision,intervention/category_pred,intervention/category_gt,intervention/category_decision,intervention/length_pred,intervention/length_gt,intervention/length_decision,intervention/hours_pred,intervention/hours_gt,intervention/hours_decision,intervention/frequency_day_pred,intervention/frequency_day_gt,intervention/frequency_day_decision,intervention/frequency_week_pred,intervention/frequency_week_gt,intervention/frequency_week_decision,intervention/frequency_month_pred,intervention/frequency_month_gt,intervention/frequency_month_decision,intervention/implementation_fidelity_pred,intervention/implementation_fidelity_gt,intervention/implementation_fidelity_decision,intervention/implementation_fidelity_self_report_pred,intervention/implementation_fidelity_self_report_gt,intervention/implementation_fidelity_self_report_decision,intervention/implementation_fidelity_observation_pred,intervention/implementation_fidelity_observation_gt,intervention/implementation_fidelity_observation_decision,intervention/implementation_fidelity_multiple_measures_pred,intervention/implementation_fidelity_multiple_measures_gt,intervention/implementation_fidelity_multiple_measures_decision,intervention/implementation_fidelity_other_pred,intervention/implementation_fidelity_other_gt,intervention/implementation_fidelity_other_decision,intervention/delivery_teacher_pred,intervention/delivery_teacher_gt,intervention/delivery_teacher_decision,intervention/delivery_technology_pred,intervention/delivery_technology_gt,intervention/delivery_technology_decision,intervention/delivery_interventionist_pred,intervention/delivery_interventionist_gt,intervention/delivery_interventionist_decision,intervention/delivery_other_pred,intervention/delivery_other_gt,intervention/delivery_other_decision,intervention/delivery_not_reported_pred,intervention/delivery_not_reported_gt,intervention/delivery_not_reported_decision,sample/cluster_rct_pred,sample/cluster_rct_gt,sample/cluster_rct_decision,sample/teacher_rct_pred,sample/teacher_rct_gt,sample/teacher_rct_decision,sample/school_rct_pred,sample/school_rct_gt,sample/school_rct_decision,sample/assignlevel_pred,sample/assignlevel_gt,sample/assignlevel_decision,sample/no_of_treatement_arm_pred,sample/no_of_treatement_arm_gt,sample/no_of_treatement_arm_decision,sample/grade_pk_pred,sample/grade_pk_gt,sample/grade_pk_decision,sample/grade_k_pred,sample/grade_k_gt,sample/grade_k_decision,sample/grade_1_pred,sample/grade_1_gt,sample/grade_1_decision,sample/grade_2_pred,sample/grade_2_gt,sample/grade_2_decision,sample/grade_3_pred,sample/grade_3_gt,sample/grade_3_decision,sample/grade_4_pred,sample/grade_4_gt,sample/grade_4_decision,sample/grade_5_pred,sample/grade_5_gt,sample/grade_5_decision,sample/grade_6_pred,sample/grade_6_gt,sample/grade_6_decision,sample/grade_7_pred,sample/grade_7_gt,sample/grade_7_decision,sample/grade_8_pred,sample/grade_8_gt,sample/grade_8_decision,sample/grade_9_pred,sample/grade_9_gt,sample/grade_9_decision,sample/grade_10_pred,sample/grade_10_gt,sample/grade_10_decision,sample/grade_11_pred,sample/grade_11_gt,sample/grade_11_decision,sample/grade_12_pred,sample/grade_12_gt,sample/grade_12_decision,sample/average_grade_pred,sample/average_grade_gt,sample/average_grade_decision,sample/grade_elem_pred,sample/grade_elem_gt,sample/grade_elem_decision,sample/grade_middle_pred,sample/grade_middle_gt,sample/grade_middle_decision,sample/grade_high_pred,sample/grade_high_gt,sample/grade_high_decision,sample/male_pct_pred,sample/male_pct_gt,sample/male_pct_decision,sample/econdisadv_pct_pred,sample/econdisadv_pct_gt,sample/econdisadv_pct_decision,sample/econdisadv_meas_pred,sample/econdisadv_meas_gt,sample/econdisadv_meas_decision,sample/econdisadv_meas_income_pred,sample/econdisadv_meas_income_gt,sample/econdisadv_meas_income_decision,sample/econdisadv_meas_lunch_pred,sample/econdisadv_meas_lunch_gt,sample/econdisadv_meas_lunch_decision,sample/pct_white_pred,sample/pct_white_gt,sample/pct_white_decision,sample/pct_black_aa_pred,sample/pct_black_aa_gt,sample/pct_black_aa_decision,sample/pct_hispanic_pred,sample/pct_hispanic_gt,sample/pct_hispanic_decision,sample/pct_asian_pred,sample/pct_asian_gt,sample/pct_asian_decision,sample/sped_pct_pred,sample/sped_pct_gt,sample/sped_pct_decision,sample/ell_pct_pred,sample/ell_pct_gt,sample/ell_pct_decision,sample/urbanicity_1_pred,sample/urbanicity_1_gt,sample/urbanicity_1_decision,sample/urbanicity_2_pred,sample/urbanicity_2_gt,sample/urbanicity_2_decision,sample/urbanicity_3_pred,sample/urbanicity_3_gt,sample/urbanicity_3_decision,sample/geography_west_pred,sample/geography_west_gt,sample/geography_west_decision,sample/geography_midwest_pred,sample/geography_midwest_gt,sample/geography_midwest_decision,sample/geography_southwest_pred,sample/geography_southwest_gt,sample/geography_southwest_decision,sample/geography_northeast_pred,sample/geography_northeast_gt,sample/geography_northeast_decision,sample/geography_southeast_pred,sample/geography_southeast_gt,sample/geography_southeast_decision,sample/student_total_sample_size_pred,sample/student_total_sample_size_gt,sample/student_total_sample_size_decision,sample/stusamsiz_anly_t_pred,sample/stusamsiz_anly_t_gt,sample/stusamsiz_anly_t_decision,sample/stusamsiz_anly_c_pred,sample/stusamsiz_anly_c_gt,sample/stusamsiz_anly_c_decision,sample/teacher_total_sample_size_pred,sample/teacher_total_sample_size_gt,sample/teacher_total_sample_size_decision,sample/tchsamsiz_anly_t_pred,sample/tchsamsiz_anly_t_gt,sample/tchsamsiz_anly_t_decision,sample/tchsamsiz_anly_c_pred,sample/tchsamsiz_anly_c_gt,sample/tchsamsiz_anly_c_decision,sample/school_total_sample_size_pred,sample/school_total_sample_size_gt,sample/school_total_sample_size_decision,sample/schsamsiz_anly_t_pred,sample/schsamsiz_anly_t_gt,sample/schsamsiz_anly_t_decision,sample/schsamsiz_anly_c_pred,sample/schsamsiz_anly_c_gt,sample/schsamsiz_anly_c_decision,sample/treatment_sample_size_random_assignment_pred,sample/treatment_sample_size_random_assignment_gt,sample/treatment_sample_size_random_assignment_decision,sample/control_sample_size_random_assignment_pred,sample/control_sample_size_random_assignment_gt,sample/control_sample_size_random_assignment_decision
Cates 2000.pdf,35553,Cates & Skinner (2000),Cates & Skinner (2000),1,2000.0,2000,1,journal article,Journal Article,1,1.0,1,1,Interspersing Procedure,Homework with additional problems*,2,0.0,0.0,1,1.0,1.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,Supplemental,Pedagogical/instructional,2,,,5,,0.75,3,,,5,,,5,,,5,,,5,,,5,,,5,,,5,,,5,,0,3,0.0,0,1,,1,3,,False,3,1.0,False,2,0.0,0,1,0.0,0,1,0.0,0,1,1.0,0,2,Two treatment arms,Three treatment arms,2,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,10.5,10.5,1,0.0,0,1,0.0,0,1,1.0,1,1,0.5185,0.5185,1,,,5,,,5,,,5,,,5,-1.0,,5,0.88,0.88,1,-1.0,,5,-1.0,,5,-1.0,,5,-1.0,,5,0.0,0.0,1,0.0,0.0,1,1.0,1.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,1.0,1.0,1,54.0,54,1,,54,3,,54,3,,5.0,3,,5.0,3,,5.0,3,,1.0,3,,1.0,3,,1.0,3,,54,3,,54,3
Schenke 2014.pdf,55379,Schenke et al. (2014),Schenke et al. (2014),1,2014.0,2014,1,journal article,Journal Article,1,1.0,1,1,Spatial Temporal Mathematics (ST Math),Spatial-Temporal Math (ST Math),1,1.0,1.0,1,0.0,1.0,2,0.0,0.0,1,0.0,1.0,2,0.0,1.0,2,0.0,1.0,2,0.0,0.0,1,0.0,0.0,1,0.0,1.0,2,0.0,1.0,2,Supplemental,Curriculum,2,-1.0,36.0,3,-1.0,,5,,,5,,,5,,,5,,,5,,,5,,,5,,,5,,,5,0.0,0,1,1.0,1,1,0.0,0,1,0.0,False,1,0.0,False,1,1.0,1,1,1.0,0,2,0.0,1,2,2.0,3,2,Two treatment arms,Two treatment arms,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,1.0,1,1,1.0,1,1,1.0,1,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,4.0,4.0,1,1.0,1,1,0.0,0,1,0.0,0,1,0.51,0.51,1,0.91,0.91,1,1.0,1.0,1,0.0,0.0,1,1.0,1.0,1,0.05,0.05,1,0.02,0.02,1,0.85,0.85,1,-1.0,0.04,3,-1.0,,5,0.7,0.7,1,,,5,,,5,,,5,1.0,0.0,2,0.0,0.0,1,0.0,1.0,2,0.0,0.0,1,0.0,0.0,1,10860.0,10860,1,5453.0,5453,1,5407.0,5407,1,-1.0,,5,-1.0,,5,-1.0,,5,50.0,50.0,1,-1.0,25.0,3,-1.0,25.0,3,5453.0,25,2,5407.0,25,2
Snipes 2015.pdf,104305,Snipes et al. (2015),Snipes et al. (2015),1,2015.0,2015,1,report,Report,1,0.0,0,1,Elevate Math summer program,Elevate Math,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,1.0,1.0,1,1.0,0.0,2,1.0,0.0,2,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,Supplemental,Supplemental,1,4.0,4.0,1,75.0,75.0,1,Once a day,Once a day,1,More than one day a week,More than one day a week,1,More than one week a month,More than one week a month,1,,Study reported an adequate level of implementation fidelity,3,,1.0,3,,1.0,3,,1.0,3,,0.0,3,1.0,1,1,1.0,1,1,0.0,0,1,0.0,False,1,0.0,False,1,0.0,0,1,0.0,0,1,0.0,0,1,1.0,1,1,Two treatment arms,Two treatment arms,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,1.0,0,2,0.0,1,2,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,7.0,8.0,2,0.0,0,1,1.0,1,1,0.0,0,1,0.56,0.5553,1,0.57,0.57,1,1.0,1.0,1,0.0,0.0,1,1.0,1.0,1,0.09,0.09,1,0.02,0.02,1,0.52,0.52,1,0.34,0.34,1,-1.0,,5,-1.0,0.38,3,,0.0,3,1.0,1.0,1,,0.0,3,1.0,1.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,349.0,349,1,165.0,165,1,184.0,184,1,-1.0,,5,-1.0,,5,-1.0,,5,-1.0,8.0,3,-1.0,8.0,3,-1.0,8.0,3,239.0,165,2,238.0,184,2
Watt 2016.pdf,45920,Watt & Therrien (2016),Watt & Therrien (2016),1,2016.0,2016,1,journal article,Journal Article,1,1.0,1,1,Preteaching Framework using Concrete-Representational-Abstract (CRA) Instructional Sequence,Preteaching with gradual instructional sequence*,1,0.0,0.0,1,0.0,0.0,1,1.0,1.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,Supplemental,Pedagogical/instructional,2,2.0,2.0,1,5.0,5.0,1,Once a day,Once a day,1,More than one day a week,More than one day a week,1,,Interv <4 weeks,3,Study reported a high level of implementation fidelity,Study reported a high level of implementation fidelity,1,0.0,0.0,1,1.0,1.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0,1,0.0,0,1,1.0,1,1,0.0,False,1,0.0,False,1,1.0,0,2,1.0,0,2,0.0,0,1,2.0,1,2,Two treatment arms,Two treatment arms,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,1.0,1,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,6.0,6.0,1,1.0,0,2,1.0,1,1,0.0,0,1,0.6,0.6,1,0.56,0.56,1,1.0,1.0,1,0.0,0.0,1,1.0,1.0,1,0.44,0.44,1,0.34,0.34,1,0.19,0.19,1,-1.0,,5,0.15,0.15,1,-1.0,,5,,,5,,,5,,,5,0.0,,4,0.0,,4,0.0,,4,0.0,,4,0.0,,4,32.0,35,2,16.0,18,2,16.0,17,2,-1.0,4.0,3,-1.0,4.0,3,-1.0,4.0,3,2.0,2.0,1,-1.0,2.0,3,-1.0,2.0,3,16.0,18,2,16.0,17,2
Sorenson 2011.pdf,286418,Sorensen (2011),Sorensen (2011),1,2011.0,2011,1,thesis,Thesis,1,0.0,0,1,Out-Of-Class Short Message System Text Messaging,SMS text messaging*,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,1.0,1.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,Supplemental,Pedagogical/instructional,2,6.0,6.0,1,-1.0,,5,More than once a week,More than once a day,2,More than one day a week,More than one day a week,1,More than one week a month,,4,,,5,,,5,,,5,,,5,,,5,1.0,0,2,1.0,1,1,0.0,0,1,0.0,False,1,0.0,False,1,0.0,0,1,0.0,0,1,0.0,0,1,1.0,1,1,Three treatment arms,Two treatment arms,2,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,1.0,1,1,0.0,0,1,0.0,0,1,0.0,0,1,9.0,9.0,1,0.0,0,1,0.0,0,1,1.0,1,1,0.565,0.565,1,-1.0,,5,-1.0,,5,,,5,,,5,0.677,0.677,1,0.065,0.065,1,0.194,0.194,1,-1.0,,5,-1.0,,5,-1.0,,5,,,5,,,5,,,5,,0.0,3,,0.0,3,,0.0,3,,0.0,3,1.0,1.0,1,57.0,44,2,24.0,24,1,33.0,20,2,-1.0,1.0,3,-1.0,1.0,3,-1.0,1.0,3,-1.0,1.0,3,-1.0,1.0,3,-1.0,1.0,3,24.0,24,1,33.0,20,2
Barnes 2016.pdf,102215,Barnes et al. (2016),Barnes et al. (2016),1,2016.0,2016,1,journal article,Journal Article,1,1.0,1,1,Pre-Kindergarten Mathematics Tutorial (PKMT),Pre-Kindergarten Mathematics Tutorial (PKMT) - Adapted from Pre-K Mathematics - with attention training,1,1.0,1.0,1,1.0,1.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,1.0,1.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,1.0,1.0,1,Supplemental,Supplemental,1,24.0,24.0,1,-1.0,30.133,3,Once a day,Once a day,1,More than one day a week,More than one day a week,1,More than one week a month,More than one week a month,1,Study reported a high level of implementation fidelity,Study reported a high level of implementation fidelity,1,0.0,0.0,1,1.0,1.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0,1,1.0,1,1,1.0,1,1,0.0,False,1,0.0,False,1,0.0,0,1,0.0,0,1,0.0,0,1,1.0,1,1,Three treatment arms,Three treatment arms,1,1.0,1,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,-1.0,-1.0,5,1.0,0,2,0.0,0,1,0.0,0,1,0.552,0.537,1,1.0,,4,1.0,,4,0.0,,4,1.0,,4,0.022,0.017,2,0.179,0.1825,1,0.717,0.7231,1,0.017,0.014,2,-1.0,,5,-1.0,,5,1.0,1.0,1,0.0,1.0,2,0.0,0.0,1,1.0,1.0,1,0.0,0.0,1,1.0,1.0,1,0.0,0.0,1,0.0,0.0,1,518.0,346,2,347.0,175,2,171.0,171,1,95.0,95.0,1,-1.0,95.0,3,-1.0,95.0,3,45.0,45.0,1,-1.0,45.0,3,-1.0,45.0,3,347.0,175,2,171.0,171,1
Bai 2012.pdf,46070,Bai et al. (2012),Bai et al. (2012),1,2012.0,2012,1,journal article,Journal Article,1,1.0,1,1,DimensionM,DimensionM,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,1.0,1.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,Supplemental,Supplemental,1,18.0,18.0,1,-1.0,,5,,,5,More than one day a week,,4,More than one week a month,,4,,,5,,,5,,,5,,,5,,,5,0.0,0,1,1.0,1,1,0.0,0,1,0.0,False,1,0.0,False,1,0.0,1,2,1.0,1,1,0.0,0,1,2.0,2,1,Two treatment arms,Two treatment arms,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,1.0,1,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,8.0,8.0,1,0.0,0,1,1.0,1,1,0.0,0,1,0.46,0.46,1,-1.0,,5,-1.0,,5,,,5,,,5,0.444,0.444,1,0.259,0.259,1,0.222,0.222,1,0.043,0.043,1,-1.0,,5,-1.0,,5,,,5,,,5,,,5,,0.0,3,,0.0,3,,0.0,3,,0.0,3,1.0,1.0,1,437.0,437,1,245.0,245,1,192.0,192,1,-1.0,24.0,3,-1.0,12.0,3,-1.0,12.0,3,-1.0,,5,-1.0,,5,-1.0,,5,245.0,12,2,192.0,12,2
Hinojosa 2009.pdf,415371,Learning Point Associates (2008),Hinojosa et al. (2009),2,2008.0,2009,2,Report,Report,1,0.0,0,1,The Stock Market Game,The Stock Market Game,1,0.0,1.0,2,0.0,1.0,2,0.0,1.0,2,0.0,0.0,1,0.0,1.0,2,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,1.0,2,0.0,1.0,2,Supplemental,Curriculum,2,15.0,10.0,2,-1.0,,5,,,5,More than one day a week,,4,,,5,,Study reported an adequate level of implementation fidelity,3,,1.0,3,,0.0,3,,0.0,3,,0.0,3,1.0,1,1,0.0,1,2,0.0,0,1,0.0,False,1,0.0,False,1,1.0,1,1,1.0,1,1,0.0,0,1,2.0,2,1,Two treatment arms,Two treatment arms,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,0,2,1.0,0,2,1.0,0,2,1.0,0,2,0.0,0,1,0.0,0,1,6.0,5.0,2,1.0,1,1,1.0,1,1,1.0,0,2,0.518,0.5,1,-1.0,0.373,3,-1.0,1.0,3,,0.0,3,,1.0,3,-1.0,0.6205,3,-1.0,,5,-1.0,,5,-1.0,,5,-1.0,,5,-1.0,,5,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,0.0,1.0,2,1.0,1.0,1,1.0,1.0,1,2729.0,2376,2,1316.0,1232,2,1413.0,1144,2,222.0,219.0,1,-1.0,107.0,3,-1.0,112.0,3,-1.0,,5,-1.0,,5,-1.0,,5,1316.0,107,2,1413.0,112,2
Star 2015.pdf,80803,Star et al. (2015),Star et al. (2015),1,2015.0,2015,1,journal article,Journal Article,1,1.0,1,1,Algebra I supplemental comparison curriculum,Supplemental Algebra I curriculum*,1,,0.0,3,,0.0,3,,0.0,3,,0.0,3,1.0,1.0,1,,0.0,3,,0.0,3,,0.0,3,,0.0,3,,0.0,3,Supplemental,Curriculum,2,36.0,36.0,1,-1.0,4.5,3,,Once a day,3,More than one day a week,More than one day a week,1,,More than one week a month,3,Study reported an adequate level of implementation fidelity,Study reported low level of implementation fidelity,2,1.0,1.0,1,1.0,0.0,2,1.0,0.0,2,,0.0,3,1.0,1,1,0.0,0,1,0.0,0,1,0.0,False,1,0.0,False,1,1.0,1,1,1.0,1,1,0.0,0,1,2.0,2,1,Two treatment arms,Two treatment arms,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,1.0,1,1,1.0,1,1,0.0,0,1,0.0,0,1,0.0,0,1,8.5,8.5,1,0.0,0,1,1.0,1,1,0.0,1,2,0.49,0.4797,1,0.21,0.2114,1,1.0,1.0,1,0.0,0.0,1,1.0,1.0,1,0.8,0.8057,1,0.04,0.0399,1,0.06,0.0554,2,0.07,0.0673,1,-1.0,,5,-1.0,,5,,,5,,,5,,,5,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,1.0,1.0,1,0.0,0.0,1,1367.0,1367,1,781.0,781,1,586.0,586,1,68.0,68.0,1,39.0,39.0,1,29.0,29.0,1,51.0,,4,-1.0,,5,-1.0,,5,44.0,39,2,32.0,29,2
Watt 2013.pdf,166020,Watt (2013),Watt (2013),1,2013.0,2013,1,thesis,Thesis,1,0.0,0,1,Preteaching using the CRA instructional sequence,Concrete Representational Abstract (CRA),2,0.0,0.0,1,1.0,0.0,2,1.0,0.0,2,1.0,1.0,1,1.0,0.0,2,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,Supplemental,Pedagogical/instructional,2,2.0,2.0,1,10.0,5.0,2,Once a day,Once a day,1,More than one day a week,More than one day a week,1,,Interv <4 weeks,3,,Study reported a high level of implementation fidelity,3,,0.0,3,,1.0,3,,0.0,3,,0.0,3,0.0,0,1,0.0,0,1,1.0,1,1,0.0,False,1,0.0,False,1,0.0,0,1,0.0,0,1,0.0,0,1,1.0,1,1,Two treatment arms,Two treatment arms,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,1.0,1,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,0.0,0,1,6.0,6.0,1,1.0,0,2,1.0,1,1,0.0,0,1,0.6,0.6,1,0.56,0.56,1,1.0,1.0,1,0.0,0.0,1,1.0,1.0,1,0.44,0.44,1,0.34,0.34,1,0.19,0.19,1,-1.0,0.03,3,-1.0,0.15,3,-1.0,,5,,1.0,3,,0.0,3,,0.0,3,0.0,0.0,1,1.0,1.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,32.0,32,1,17.0,15,2,15.0,17,2,-1.0,2.0,3,-1.0,2.0,3,-1.0,2.0,3,2.0,2.0,1,-1.0,2.0,3,-1.0,2.0,3,17.0,15,2,15.0,17,2
